STR	SNP_POS	SNP_ID	Trait	PValue	LD
chr15:80097652	chr15:80054439	rs34483751	reticulocyte count	8e-12	0.7712328369221442
chr15:80097652	chr15:80070911	rs4778581	reticulocyte count	8e-14	0.8305947273813412
chr15:80097652	chr15:80139880	rs11634397	type II diabetes mellitus	2e-09	0.8319340025201192
chr15:80849670	chr15:80856398	rs16972495	creatinine measurement	2e-08	0.8216320435941599
chr15:81303016	chr15:81304266	rs139879640	pro‐interleukin‐16 measurement	3e-62	0.7085407452002048
chr15:82652116	chr15:82584058	rs783537	feeling "fed-up" measurement	4e-09	0.7385737645815633
chr15:82652116	chr15:82585958	rs783540	schizophrenia	9e-09	0.7853489352445375
chr15:82645869	chr15:82585958	rs783540	schizophrenia	9e-09	0.702436092743142
chr15:82845219	chr15:82845847	rs7182990	vital capacity	9e-14	0.739295387366059
chr15:83895774	chr15:83888924	rs2401171	body height	4e-21	0.8631013623832479
chr15:83895774	chr15:83897496	rs11259926	BMI-adjusted waist circumference	7e-21	0.7315947660488396
chr15:83895774	chr15:83899406	rs10906982	body height	7e-10	0.8940585331393349
chr15:83895774	chr15:83903084	rs8036748	spine bone size	2e-13	0.8828433751608532
chr15:83895774	chr15:83904289	rs7183263	hip circumference	5e-08	0.8925679643146525
chr15:83895774	chr15:83904289	rs7183263	body height	8e-10	0.8925679643146525
chr15:83895774	chr15:83907596	rs11856122	body fat distribution	3e-71	0.8903180242298092
chr15:83895774	chr15:83908598	rs11259930	asthma	1e-12	0.8903951892079687
chr15:83895774	chr15:83911404	rs11259933	body height	1e-19	0.8911170625529395
chr15:83895774	chr15:83911830	rs11259936	body height	2e-35	0.8907541920161947
chr15:83895774	chr15:83913372	rs4842838	body height	1e-09	0.8903212484286407
chr15:83895774	chr15:83913372	rs4842838	BMI-adjusted waist circumference, physical activity measurement	6e-27	0.8903212484286407
chr15:83895774	chr15:83915207	rs2030839	BMI-adjusted waist circumference, physical activity measurement	9e-18	0.8908096160151474
chr15:83895774	chr15:83917711	rs8024628	BMI-adjusted hip circumference	8e-09	0.8900327394695591
chr15:83895774	chr15:83917711	rs8024628	body height	5e-19	0.8900327394695591
chr15:83895774	chr15:83917711	rs8024628	BMI-adjusted waist circumference	4e-09	0.8900327394695591
chr15:83895774	chr15:83918855	rs4842924	appendicular lean mass	3e-08	0.8907583544984659
chr15:83895774	chr15:83918855	rs4842924	lean body mass	7e-10	0.8907583544984659
chr15:83895774	chr15:83920861	rs2135880	body height	3e-222	0.8907815544140913
chr15:83895774	chr15:83922158	rs8030379	BMI-adjusted waist circumference	9e-27	0.8911170625529329
chr15:83916788	chr15:83888924	rs2401171	body height	4e-21	0.9477692737880922
chr15:83916788	chr15:83893127	rs899927	FEV/FEC ratio	4e-44	0.707401419925897
chr15:83916788	chr15:83897496	rs11259926	BMI-adjusted waist circumference	7e-21	0.8213194404748319
chr15:83916788	chr15:83899406	rs10906982	body height	7e-10	0.9804083078022915
chr15:83916788	chr15:83903084	rs8036748	spine bone size	2e-13	0.9714939992906108
chr15:83916788	chr15:83903704	rs66990951	pulse pressure measurement	7e-09	0.7316078373613922
chr15:83916788	chr15:83904289	rs7183263	hip circumference	5e-08	0.9811805386073612
chr15:83916788	chr15:83904289	rs7183263	body height	8e-10	0.9811805386073612
chr15:83916788	chr15:83907596	rs11856122	body fat distribution	3e-71	0.9819837211631914
chr15:83916788	chr15:83908598	rs11259930	asthma	1e-12	0.9827304641102493
chr15:83916788	chr15:83911404	rs11259933	body height	1e-19	0.9831056091202812
chr15:83916788	chr15:83911830	rs11259936	body height	2e-35	0.9834971818138172
chr15:83916788	chr15:83913372	rs4842838	body height	1e-09	0.9834992475746365
chr15:83916788	chr15:83913372	rs4842838	BMI-adjusted waist circumference, physical activity measurement	6e-27	0.9834992475746365
chr15:83916788	chr15:83915207	rs2030839	BMI-adjusted waist circumference, physical activity measurement	9e-18	0.9838666109006907
chr15:83916788	chr15:83917711	rs8024628	BMI-adjusted hip circumference	8e-09	0.9846558153494135
chr15:83916788	chr15:83917711	rs8024628	body height	5e-19	0.9846558153494135
chr15:83916788	chr15:83917711	rs8024628	BMI-adjusted waist circumference	4e-09	0.9846558153494135
chr15:83916788	chr15:83918855	rs4842924	appendicular lean mass	3e-08	0.9854079630399932
chr15:83916788	chr15:83918855	rs4842924	lean body mass	7e-10	0.9854079630399932
chr15:83916788	chr15:83920861	rs2135880	body height	3e-222	0.9854120203494526
chr15:83916788	chr15:83922158	rs8030379	BMI-adjusted waist circumference	9e-27	0.9850315141507502
chr15:84018680	chr15:83924226	rs62027787	appendicular lean mass	1e-08	0.7138333489331714
chr15:84018680	chr15:83968467	rs138532692	appendicular lean mass	5e-27	0.7147097651399511
chr15:84768041	chr15:84610573	rs71395455	bipolar I disorder	4e-08	0.7646914000650211
chr15:84768041	chr15:84610573	rs71395455	anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	5e-14	0.7646914000650211
chr15:84768041	chr15:84664594	rs12908161	schizophrenia	5e-10	0.8626671495164521
chr15:84768041	chr15:84704985	rs12912342	blood protein measurement	8e-11	0.7234784824497306
chr15:84805734	chr15:84610573	rs71395455	bipolar I disorder	4e-08	0.8013793161168984
chr15:84805734	chr15:84610573	rs71395455	anorexia nervosa, obsessive-compulsive disorder, attention deficit hyperactivity disorder, Tourette syndrome, unipolar depression, schizophrenia, autism spectrum disorder, bipolar disorder	5e-14	0.8013793161168984
chr15:84805734	chr15:84664594	rs12908161	schizophrenia	5e-10	0.9195367059956108
chr15:84805734	chr15:84704985	rs12912342	blood protein measurement	8e-11	0.7609671108830474
chr15:84718655	chr15:84704985	rs12912342	blood protein measurement	8e-11	0.7253957409671775
chr15:84764891	chr15:84704985	rs12912342	blood protein measurement	8e-11	0.8001642034499625
chr15:85038217	chr15:85000819	rs2290273	systolic blood pressure	3e-08	0.7487999364630565
chr15:85038217	chr15:85137301	rs3743157	systolic blood pressure	1e-15	0.7351891204870461
chr15:85043681	chr15:85000819	rs2290273	systolic blood pressure	3e-08	0.711133980957021
chr15:85349934	chr15:85295405	rs4843040	central corneal thickness	2e-15	0.8229034801921037
chr15:85349934	chr15:85346540	rs12905673	red blood cell distribution width	1e-16	0.943887606466047
chr15:85355565	chr15:85297681	rs1828481	central corneal thickness	2e-29	0.8103868209457779
chr15:85461110	chr15:85423058	rs7166269	pulse pressure measurement	4e-10	0.8096685711778668
chr15:87829125	chr15:87830736	rs11073747	risk-taking behaviour	2e-08	0.7032419484033194
chr15:87842292	chr15:87830736	rs11073747	risk-taking behaviour	2e-08	0.7880866604332533
chr15:89598361	chr15:89604356	rs2350479	body height	4e-18	0.9705925201156084
chr15:89633009	chr15:89604356	rs2350479	body height	4e-18	0.7830407234855735
chr15:89865231	chr15:89828835	rs4932143	type II diabetes mellitus	6e-11	0.7210726834635369
chr15:89865231	chr15:89831025	rs2028299	type II diabetes mellitus	2e-11	0.8407136687139668
chr15:89865231	chr15:89836982	rs8031576	type II diabetes mellitus	2e-09	0.8187354781067652
chr15:89865231	chr15:89880061	rs4932265	type II diabetes mellitus	4e-20	0.7992471280867185
chr15:89907058	chr15:89906291	rs28678152	Drugs used in diabetes use measurement	4e-08	0.7536941318198064
chr15:90103765	chr15:90127294	rs8024386	urate measurement	2e-08	0.7405798387162853
chr15:90468049	chr15:90445152	rs6496676	Eczema, allergic rhinitis	3e-18	0.8229807790777561
chr15:90468049	chr15:90502176	rs3540	lymphocyte count	1e-22	0.89457184530827
chr15:90468049	chr15:90502176	rs3540	allergy	3e-11	0.89457184530827
chr15:90468049	chr15:90502176	rs3540	Eczema, allergic rhinitis, asthma	2e-13	0.89457184530827
chr15:96633791	chr15:96632294	rs9944275	neuroticism measurement	5e-08	0.9293441575214196
chr15:96633791	chr15:96632294	rs9944275	depressive symptom measurement	4e-09	0.9293441575214196
chr15:96895656	chr15:96909599	rs7174062	susceptibility to childhood ear infection measurement	3e-14	0.9088827020298792
chr15:96895656	chr15:96910603	rs1011556	risk-taking behaviour	5e-08	0.8947005761218638
chr15:96944135	chr15:96909599	rs7174062	susceptibility to childhood ear infection measurement	3e-14	0.7757092063222594
chr15:98322505	chr15:98323919	rs8038591	heel bone mineral density	3e-09	0.7990498924747165
chr15:98322505	chr15:98325329	rs2310792	heel bone mineral density	2e-09	0.8295981207382703
chr19:1867928	chr19:1866116	rs12974458	body mass index	2e-14	0.7272281017093334
chr19:2122208	chr19:2127273	rs4807203	leukocyte count	2e-08	0.9476398601009104
chr19:2161944	chr19:2181758	rs576345045	systolic blood pressure	3e-14	0.8831818116152775
chr19:2326313	chr19:2325006	rs8103741	self reported educational attainment	1e-10	0.8507556628254835
chr19:5805941	chr19:5799422	rs36055559	risk-taking behaviour	9e-09	0.9109328285878544
chr19:5805941	chr19:5799422	rs36055559	chronotype measurement	7e-12	0.9109328285878544
chr19:5878309	chr19:5883962	rs12974377	heart rate response to recovery post exercise	7e-09	0.710345410836345
chr19:6699228	chr19:6690760	rs3745567	complement C3 measurement	2e-09	0.7427691656484308
chr19:6699228	chr19:6696783	rs11569479	blood protein measurement	8e-16	0.9704924748784508
chr19:6871611	chr19:6857234	rs56100731	blood protein measurement	6e-14	0.7594049743365272
chr19:7199401	chr19:7199967	rs1035940	waist-hip ratio	1e-09	0.9835135282764949
chr19:7199401	chr19:7199967	rs1035940	BMI-adjusted waist-hip ratio	9e-10	0.9835135282764949
chr19:8058235	chr19:8056212	rs74959615	blood protein measurement	5e-114	0.8541328541872663
chr19:8058235	chr19:8056305	rs77625270	blood protein measurement	1e-160	0.891452634194391
chr19:8174169	chr19:8172959	rs12463212	refractive error measurement	3e-09	0.7772821919641089
chr19:9895495	chr19:9848338	rs2287838	self reported educational attainment	1e-13	0.7183872584904973
chr19:9895495	chr19:9857758	rs2303100	sleep duration	1e-10	0.7279123359933708
chr19:9886727	chr19:9885191	rs889122	age at menarche	2e-13	0.7605691886396895
chr19:9949196	chr19:9951284	rs56243392	blood protein measurement	6e-157	0.7705523687186069
chr19:10228310	chr19:10230236	rs2288937	reticulocyte count	3e-23	0.9832995207829204
chr19:10228310	chr19:10239973	rs8113613	reticulocyte count	5e-30	0.8986578157095277
chr19:11183482	chr19:11181407	rs74180173	reticulocyte count	3e-160	0.759687891474859
chr19:11183482	chr19:11182135	rs12978807	red blood cell distribution width	6e-10	0.939290115693309
chr19:11183482	chr19:11182144	rs12972345	red blood cell distribution width	1e-09	0.7899611808169732
chr19:11183482	chr19:11183444	rs17678527	red blood cell distribution width	9e-34	0.7757452593537582
chr19:11183482	chr19:11186154	rs74179972	cardiovascular disease	4e-10	0.771193051282445
chr19:11183482	chr19:11186582	rs12974711	reticulocyte count	1e-236	0.7478496444178756
chr19:11184375	chr19:11183861	rs7254114	reticulocyte count	4e-87	0.8470366125298633
chr19:12999488	chr19:13002827	rs10411958	intelligence	3e-09	0.7594080458462421
chr19:12999488	chr19:13002827	rs10411958	cognitive function measurement	2e-08	0.7594080458462421
chr19:12999488	chr19:13003620	rs10413329	intelligence	2e-09	0.7345377143323827
chr19:13160571	chr19:13158012	rs111730030	self reported educational attainment	8e-09	0.8711299394381414
chr19:13160571	chr19:13158012	rs111730030	breast carcinoma	2e-08	0.8711299394381414
chr19:15169187	chr19:15167997	rs10418305	pulse pressure measurement	4e-16	0.7488575121028371
chr19:15225582	chr19:15225582	rs5827281	platelet crit	9e-12	0.9900385770456156
chr19:16113395	chr19:16106643	rs2113036	mean platelet volume	1e-28	0.8670687896931631
chr19:17047190	chr19:17108160	rs4808569	diastolic blood pressure	5e-08	0.7469713517817045
chr19:17192603	chr19:17188337	rs3826692	sleep duration, triglyceride measurement	7e-11	0.7619902057796293
chr19:19366248	chr19:19267862	rs998732	waist-hip ratio	1e-12	0.7693327774606955
chr19:19366248	chr19:19314336	rs112253053	body mass index	4e-13	0.8031635733391372
chr19:19366248	chr19:19394739	rs8111093	pulse pressure measurement	9e-09	0.8829876957020012
chr19:19366248	chr19:19468748	rs4808962	age at onset, Myopia, refractive error measurement	1e-09	0.8829876957020012
chr19:21484742	chr19:21483408	rs2562456	pain	2e-10	0.7946656992654264
chr19:21350444	chr19:21510326	rs7259317	erythrocyte count	3e-08	0.734388270570441
chr19:22112199	chr19:22022365	rs8104559	systolic blood pressure	5e-10	0.7265797287297056
chr19:29801651	chr19:29795915	rs17513613	body mass index	6e-25	0.9031317103374464
chr19:29801651	chr19:29795915	rs17513613	waist-hip ratio	5e-12	0.9031317103374464
chr19:29801651	chr19:29798723	rs62107115	visceral adipose tissue measurement	3e-13	0.9017932177855658
chr19:29801651	chr19:29804084	rs62104477	diastolic blood pressure	1e-09	0.8096197155454293
chr19:29801651	chr19:29805946	rs8102137	bladder carcinoma	1e-11	0.8720069598008746
chr19:29801651	chr19:29806609	rs59592823	erythrocyte count	2e-09	0.899187853038424
chr19:29801651	chr19:29814777	rs3218036	red blood cell distribution width	1e-08	0.8376732169724697
chr19:29801651	chr19:29814777	rs3218036	body height	9e-12	0.8376732169724697
chr19:30273210	chr19:30256794	rs55800473	self reported educational attainment	3e-10	0.7541814524721653
chr19:30503895	chr19:30491258	rs55700449	chin morphology measurement	3e-15	0.8590754176931166
chr19:30503895	chr19:30528873	rs11084553	body mass index	1e-18	0.8712508701015962
chr19:30503895	chr19:30543767	rs11666918	body height	2e-24	0.7824790555935768
chr19:31195557	chr19:31182482	rs4804951	chronotype measurement	4e-09	0.7912244279254315
chr19:31415279	chr19:31438274	rs7248006	intelligence	1e-11	0.7044460816055125
chr19:31446737	chr19:31438274	rs7248006	intelligence	1e-11	0.831072733217054
chr19:31446737	chr19:31452055	rs1895471	intelligence	4e-09	0.8171730421552412
chr19:32606027	chr19:32602346	rs3815700	eosinophilic esophagitis	2e-09	0.8751468549551237
chr19:33071110	chr19:33078841	rs12460389	heel bone mineral density	2e-41	0.7047263412447694
chr19:33071110	chr19:33104484	rs17884930	heel bone mineral density	1e-23	0.7164647456475616
chr19:33453320	chr19:33462448	rs7247614	body mass index	2e-10	0.7532988385794784
chr19:33453320	chr19:33473275	rs11880064	body mass index	9e-10	0.8590145308003444
chr19:33453320	chr19:33474910	rs12710011	body mass index	2e-10	0.7703970617625805
chr19:33453320	chr19:33477512	rs7255303	BMI-adjusted waist-hip ratio	4e-19	0.859419460569683
chr19:33485918	chr19:33462448	rs7247614	body mass index	2e-10	0.8512039174004346
chr19:33485918	chr19:33475735	rs10402145	body mass index	2e-10	0.9177370642232144
chr19:34837307	chr19:34818418	rs34875023	DNA methylation	3e-08	0.7798789567445868
chr19:36201474	chr19:36192803	rs62113093	vital capacity	1e-08	0.9023951283985057
chr19:37142522	chr19:37194064	rs11673344	insomnia measurement	8e-10	0.7451388446480518
chr19:39487971	chr19:39451929	rs8107194	leukocyte count	3e-10	0.9319017301507819
chr19:40187555	chr19:40213169	rs1129156	birth weight	3e-09	0.8587775273621581
chr19:40187555	chr19:40222129	rs4239504	C-reactive protein measurement	9e-13	0.8283023920143273
chr19:40722954	chr19:40751141	rs1455434	melanoma-derived growth regulatory protein measurement	2e-28	0.7445944351096256
chr19:40722954	chr19:40775441	rs2233154	melanoma-derived growth regulatory protein measurement	2e-69	0.7205260305792197
chr19:40722954	chr19:40775441	rs2233154	blood protein measurement	2e-164	0.7205260305792197
chr19:40722954	chr19:40778493	rs2279699	melanoma-derived growth regulatory protein measurement	2e-26	0.7208940700878044
chr19:40919580	chr19:40911822	rs10425738	smoking behavior, nicotine metabolite ratio	1e-24	0.8824968268236663
chr19:40919580	chr19:40911822	rs10425738	caffeine metabolite measurement	2e-08	0.8824968268236663
chr19:41292564	chr19:41301013	rs13345456	heel bone mineral density	2e-16	0.7473403774876426
chr19:41278449	chr19:41326326	rs12980942	coronary artery disease	7e-15	0.7860820840221165
chr19:41735525	chr19:41725256	rs12985771	serum carcinoembryonic antigen measurement	2e-18	0.8256677875878278
chr19:41744680	chr19:41725256	rs12985771	serum carcinoembryonic antigen measurement	2e-18	0.767787458109333
chr19:42154763	chr19:42098921	rs75543135	alcohol consumption measurement	3e-09	0.7213188624829587
chr19:42154763	chr19:42147448	rs8106871	alcohol consumption measurement	1e-08	0.7786439772844455
chr19:42236065	chr19:42207872	rs8182491	chronotype measurement	1e-09	0.7949520719011117
chr19:43814495	chr19:43834688	rs79371986	heel bone mineral density	2e-09	0.7440935415984418
chr19:44744436	chr19:44743791	rs4803748	Alzheimer's disease	3e-16	0.7874046347116328
chr19:44744436	chr19:44743791	rs4803748	sleep duration, low density lipoprotein cholesterol measurement	2e-31	0.7874046347116328
chr19:44744436	chr19:44747899	rs2965169	Alzheimer's disease, family history of Alzheimer’s disease	3e-57	0.7752147654612349
chr19:44744436	chr19:44747899	rs2965169	family history of Alzheimer’s disease	6e-24	0.7752147654612349
chr19:44744436	chr19:44747899	rs2965169	sleep duration, low density lipoprotein cholesterol measurement	1e-19	0.7752147654612349
